     0.0000000     1.0000000
     0.0150000     0.9995501
     0.0300000     0.9982019
     0.0450000     0.9959590
     0.0600000     0.9928273
     0.0750000     0.9888142
     0.0900000     0.9839286
     0.1050000     0.9781805
     0.1200000     0.9715808
     0.1350000     0.9641416
     0.1500000     0.9558762
     0.1650000     0.9467980
     0.1800000     0.9369211
     0.1950000     0.9262598
     0.2100000     0.9148300
     0.2250000     0.9026487
     0.2400000     0.8897334
     0.2550000     0.8761017
     0.2700000     0.8617697
     0.2850000     0.8467532
     0.3000000     0.8310695
     0.3149999     0.8147404
     0.3299999     0.7977915
     0.3449999     0.7802476
     0.3599999     0.7621294
     0.3749999     0.7434555
     0.3899999     0.7242461
     0.4049999     0.7045231
     0.4199998     0.6843078
     0.4349998     0.6636213
     0.4499998     0.6424864
     0.4649998     0.6209300
     0.4799998     0.5989806
     0.4949998     0.5766654
     0.5099998     0.5540080
     0.5249997     0.5310301
     0.5399997     0.5077549
     0.5549997     0.4842100
     0.5699997     0.4604278
     0.5849997     0.4364383
     0.5999997     0.4122641
     0.6149997     0.3879217
     0.6299996     0.3634288
     0.6449996     0.3388065
     0.6599996     0.3140753
     0.6749996     0.2892537
     0.6899996     0.2643637
     0.7049996     0.2394322
     0.7199996     0.2144831
     0.7349995     0.1895336
     0.7499995     0.1646013
     0.7649995     0.1397114
     0.7799995     0.1148959
     0.7949995     0.0901850
     0.8099995     0.0656017
     0.8249995     0.0411643
     0.8399994     0.0168898
     0.8549994    -0.0072072
     0.8699994    -0.0311138
     0.8849994    -0.0548141
     0.8999994    -0.0782848
     0.9149994    -0.1014970
     0.9299994    -0.1244254
     0.9449993    -0.1470541
     0.9599993    -0.1693718
     0.9749993    -0.1913652
     0.9899993    -0.2130163
     1.0049993    -0.2343063
     1.0199993    -0.2552194
     1.0349993    -0.2757438
     1.0499992    -0.2958657
     1.0649992    -0.3155642
     1.0799992    -0.3348169
     1.0949992    -0.3536133
     1.1099992    -0.3719552
     1.1249992    -0.3898407
     1.1399992    -0.4072537
     1.1549991    -0.4241720
     1.1699991    -0.4405803
     1.1849991    -0.4564688
     1.1999991    -0.4718241
     1.2149991    -0.4866286
     1.2299991    -0.5008682
     1.2449991    -0.5145382
     1.2599990    -0.5276406
     1.2749990    -0.5401772
     1.2899990    -0.5521466
     1.3049990    -0.5635457
     1.3199990    -0.5743703
     1.3349990    -0.5846150
     1.3499990    -0.5942746
     1.3649989    -0.6033454
     1.3799989    -0.6118235
     1.3949989    -0.6197028
     1.4099989    -0.6269769
     1.4249989    -0.6336429
     1.4399989    -0.6397023
     1.4549989    -0.6451545
     1.4699988    -0.6499935
     1.4849988    -0.6542125
     1.4999988    -0.6578097
     1.5149988    -0.6607870
     1.5299988    -0.6631456
     1.5449988    -0.6648882
     1.5599988    -0.6660231
     1.5749987    -0.6665615
     1.5899987    -0.6665090
     1.6049987    -0.6658636
     1.6199987    -0.6646227
     1.6349987    -0.6627881
     1.6499987    -0.6603659
     1.6649987    -0.6573631
     1.6799986    -0.6537875
     1.6949986    -0.6496506
     1.7099986    -0.6449683
     1.7249986    -0.6397570
     1.7399986    -0.6340282
     1.7549986    -0.6277900
     1.7699986    -0.6210519
     1.7849985    -0.6138265
     1.7999985    -0.6061258
     1.8149985    -0.5979566
     1.8299985    -0.5893201
     1.8449985    -0.5802180
     1.8599985    -0.5706589
     1.8749985    -0.5606605
     1.8899984    -0.5502457
     1.9049984    -0.5394343
     1.9199984    -0.5282395
     1.9349984    -0.5166716
     1.9499984    -0.5047416
     1.9649984    -0.4924613
     1.9799984    -0.4798425
     1.9949983    -0.4668999
     2.0099983    -0.4536528
     2.0249984    -0.4401203
     2.0399985    -0.4263125
     2.0549986    -0.4122338
     2.0699987    -0.3978948
     2.0849988    -0.3833185
     2.0999990    -0.3685307
     2.1149991    -0.3535467
     2.1299992    -0.3383715
     2.1449993    -0.3230091
     2.1599994    -0.3074692
     2.1749995    -0.2917669
     2.1899996    -0.2759191
     2.2049997    -0.2599447
     2.2199998    -0.2438627
     2.2349999    -0.2276855
     2.2500000    -0.2114158
     2.2650001    -0.1950593
     2.2800002    -0.1786358
     2.2950003    -0.1621727
     2.3100004    -0.1456886
     2.3250005    -0.1291898
     2.3400006    -0.1126808
     2.3550007    -0.0961748
     2.3700008    -0.0796905
     2.3850009    -0.0632465
     2.4000010    -0.0468604
     2.4150012    -0.0305532
     2.4300013    -0.0143463
     2.4450014     0.0017454
     2.4600015     0.0177176
     2.4750016     0.0335687
     2.4900017     0.0492907
     2.5050018     0.0648679
     2.5200019     0.0802836
     2.5350020     0.0955235
     2.5500021     0.1105727
     2.5650022     0.1254130
     2.5800023     0.1400242
     2.5950024     0.1543901
     2.6100025     0.1685024
     2.6250026     0.1823556
     2.6400027     0.1959403
     2.6550028     0.2092440
     2.6700029     0.2222559
     2.6850030     0.2349669
     2.7000031     0.2473664
     2.7150033     0.2594418
     2.7300034     0.2711815
     2.7450035     0.2825769
     2.7600036     0.2936215
     2.7750037     0.3043106
     2.7900038     0.3146412
     2.8050039     0.3246105
     2.8200040     0.3342152
     2.8350041     0.3434511
     2.8500042     0.3523133
     2.8650043     0.3607955
     2.8800044     0.3688917
     2.8950045     0.3765979
     2.9100046     0.3839168
     2.9250047     0.3908544
     2.9400048     0.3974101
     2.9550049     0.4035737
     2.9700050     0.4093362
     2.9850051     0.4147004
     3.0000052     0.4196762
     3.0150054     0.4242659
     3.0300055     0.4284591
     3.0450056     0.4322446
     3.0600057     0.4356213
     3.0750058     0.4385941
     3.0900059     0.4411628
     3.1050060     0.4433227
     3.1200061     0.4450753
     3.1350062     0.4464296
     3.1500063     0.4473923
     3.1650064     0.4479626
     3.1800065     0.4481363
     3.1950066     0.4479118
     3.2100067     0.4472895
     3.2250068     0.4462718
     3.2400069     0.4448641
     3.2550070     0.4430739
     3.2700071     0.4409092
     3.2850072     0.4383775
     3.3000073     0.4354854
     3.3150074     0.4322367
     3.3300076     0.4286333
     3.3450077     0.4246790
     3.3600078     0.4203819
     3.3750079     0.4157517
     3.3900080     0.4107961
     3.4050081     0.4055211
     3.4200082     0.3999323
     3.4350083     0.3940358
     3.4500084     0.3878372
     3.4650085     0.3813426
     3.4800086     0.3745614
     3.4950087     0.3675071
     3.5100088     0.3601920
     3.5250089     0.3526242
     3.5400090     0.3448101
     3.5550091     0.3367605
     3.5700092     0.3284906
     3.5850093     0.3200138
     3.6000094     0.3113395
     3.6150095     0.3024778
     3.6300097     0.2934416
     3.6450098     0.2842425
     3.6600099     0.2748865
     3.6750100     0.2653745
     3.6900101     0.2557063
     3.7050102     0.2458836
     3.7200103     0.2359112
     3.7350104     0.2257977
     3.7500105     0.2155538
     3.7650106     0.2051916
     3.7800107     0.1947266
     3.7950108     0.1841797
     3.8100109     0.1735720
     3.8250110     0.1629142
     3.8400111     0.1522070
     3.8550112     0.1414518
     3.8700113     0.1306560
     3.8850114     0.1198315
     3.9000115     0.1089901
     3.9150116     0.0981424
     3.9300117     0.0872966
     3.9450119     0.0764572
     3.9600120     0.0656261
     3.9750121     0.0548084
     3.9900122     0.0440171
     4.0050120     0.0332698
     4.0200119     0.0225806
     4.0350118     0.0119557
     4.0500116     0.0013996
     4.0650115    -0.0090789
     4.0800114    -0.0194704
     4.0950112    -0.0297685
     4.1100111    -0.0399661
     4.1250110    -0.0500488
     4.1400108    -0.0599973
     4.1550107    -0.0698010
     4.1700106    -0.0794611
     4.1850104    -0.0889767
     4.2000103    -0.0983358
     4.2150102    -0.1075237
     4.2300100    -0.1165333
     4.2450099    -0.1253643
     4.2600098    -0.1340132
     4.2750096    -0.1424708
     4.2900095    -0.1507299
     4.3050094    -0.1587910
     4.3200092    -0.1666547
     4.3350091    -0.1743122
     4.3500090    -0.1817485
     4.3650088    -0.1889556
     4.3800087    -0.1959357
     4.3950086    -0.2026915
     4.4100084    -0.2092193
     4.4250083    -0.2155141
     4.4400082    -0.2215747
     4.4550080    -0.2274002
     4.4700079    -0.2329820
     4.4850078    -0.2383035
     4.5000076    -0.2433499
     4.5150075    -0.2481146
     4.5300074    -0.2525944
     4.5450072    -0.2567853
     4.5600071    -0.2606827
     4.5750070    -0.2642861
     4.5900068    -0.2676011
     4.6050067    -0.2706390
     4.6200066    -0.2734137
     4.6350064    -0.2759342
     4.6500063    -0.2782012
     4.6650062    -0.2802101
     4.6800060    -0.2819572
     4.6950059    -0.2834421
     4.7100058    -0.2846648
     4.7250056    -0.2856245
     4.7400055    -0.2863233
     4.7550054    -0.2867662
     4.7700052    -0.2869562
     4.7850051    -0.2868956
     4.8000050    -0.2865900
     4.8150048    -0.2860472
     4.8300047    -0.2852705
     4.8450046    -0.2842575
     4.8600044    -0.2830076
     4.8750043    -0.2815303
     4.8900042    -0.2798408
     4.9050040    -0.2779479
