     0.0000000    1.837661E-03    1.205674E-05    1.894027E-03    5.597112E-03    9.032405E-03    1.099410E-02    9.015806E-03    5.600765E-03    1.106970E-10    9.377147E-03    6.232671E-09    6.396112E-09    1.501392E-03    1.606780E-03    7.689909E-03
     0.5000000    2.027330E-03    1.371912E-05    2.086528E-03    6.211094E-03    1.004172E-02    1.217651E-02    1.002355E-02    6.215149E-03    1.232330E-10    1.041222E-02    6.771252E-09    6.951112E-09    1.667869E-03    1.783824E-03    8.494771E-03
     1.0000000    2.222032E-03    1.553291E-05    2.283356E-03    6.848543E-03    1.109101E-02    1.339483E-02    1.107131E-02    6.853004E-03    1.363501E-10    1.148856E-02    7.310641E-09    7.506819E-09    1.842700E-03    1.969153E-03    9.322719E-03
     1.5000000    2.420081E-03    1.750356E-05    2.482654E-03    7.504806E-03    1.217191E-02    1.463706E-02    1.215075E-02    7.509665E-03    1.499757E-10    1.259789E-02    7.845697E-09    8.057697E-09    2.025158E-03    2.161812E-03    1.016681E-02
     2.0000000    2.619740E-03    1.963673E-05    2.682522E-03    8.174945E-03    1.327526E-02    1.589018E-02    1.325277E-02    8.180186E-03    1.640331E-10    1.373106E-02    8.371465E-09    8.598347E-09    2.214441E-03    2.360754E-03    1.101993E-02
     2.5000000    2.819290E-03    2.193854E-05    2.881084E-03    8.853911E-03    1.439136E-02    1.714052E-02    1.436770E-02    8.859505E-03    1.784452E-10    1.487830E-02    8.883341E-09    9.123680E-09    2.409696E-03    2.564867E-03    1.187507E-02
     3.0000000    3.017092E-03    2.441567E-05    3.076567E-03    9.536730E-03    1.551031E-02    1.837418E-02    1.548568E-02    9.542639E-03    1.931378E-10    1.602947E-02    9.377212E-09    9.629071E-09    2.610046E-03    2.773009E-03    1.272562E-02
     3.5000000    3.211659E-03    2.707573E-05    3.267367E-03    1.021871E-02    1.662227E-02    1.957747E-02    1.659692E-02    1.022488E-02    2.080441E-10    1.717437E-02    9.849585E-09    1.011051E-08    2.814616E-03    2.984044E-03    1.356566E-02
     4.0000000    3.401712E-03    2.992742E-05    3.452129E-03    1.089563E-02    1.771786E-02    2.073741E-02    1.769207E-02    1.090200E-02    2.231074E-10    1.830303E-02    1.029768E-08    1.056469E-08    3.022567E-03    3.196888E-03    1.439026E-02
     4.5000000    3.586233E-03    3.298047E-05    3.629795E-03    1.156388E-02    1.878843E-02    2.184212E-02    1.876251E-02    1.157038E-02    2.382847E-10    1.940604E-02    1.071949E-08    1.098914E-08    3.233114E-03    3.410531E-03    1.519562E-02
     5.0000000    3.764508E-03    3.624596E-05    3.799663E-03    1.222065E-02    1.982644E-02    2.288136E-02    1.980071E-02    1.222721E-02    2.535485E-10    2.047482E-02    1.111381E-08    1.138221E-08    3.445561E-03    3.624092E-03    1.597934E-02
     5.5000000    3.936154E-03    3.973606E-05    3.961413E-03    1.286404E-02    2.082564E-02    2.384683E-02    2.080046E-02    1.287055E-02    2.688893E-10    2.150192E-02    1.148021E-08    1.174313E-08    3.659319E-03    3.836841E-03    1.674044E-02
     6.0000000    4.101132E-03    4.346397E-05    4.115123E-03    1.349308E-02    2.178138E-02    2.473254E-02    2.175710E-02    1.349946E-02    2.843154E-10    2.248122E-02    1.181898E-08    1.207195E-08    3.873928E-03    4.048230E-03    1.747946E-02
     6.5000000    4.259734E-03    4.744360E-05    4.261265E-03    1.410781E-02    2.269073E-02    2.553501E-02    2.266770E-02    1.411396E-02    2.998531E-10    2.340815E-02    1.213107E-08    1.236948E-08    4.089074E-03    4.257920E-03    1.819830E-02
     7.0000000    4.412569E-03    5.168912E-05    4.400678E-03    1.470923E-02    2.355256E-02    2.625340E-02    2.353111E-02    1.471506E-02    3.155445E-10    2.427980E-02    1.241792E-08    1.263719E-08    4.304597E-03    4.465791E-03    1.890018E-02
